Start,End,Duration,Observer,BV,TV,UV,MK,OS,BE,NH,SS,CH,NG,UA,RS,BW,SW,RT,RL,UB,GE,UE,AK,ML,PG,UF,UR,TOTAL,WindSpd,WindDir,Temp,CloudCover,Visibility,FlightDIR,FlightHT,SkyCode,Counter,Observer1,Observer2,Observer3,Observer4,HawkYear
'2018-08-31 08:00','2018-08-31 09:00',60,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,135,20,100,12,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-08-31 07:00','2018-08-31 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,20,100,12,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-08-31 06:00','2018-08-31 07:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,20,100,12,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-08-30 16:00','2018-08-30 17:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.5,315,28,60,33,225,'4: Binoculars (to 10X)','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-08-30 15:00','2018-08-30 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,8.5,315,28,60,33,225,'4: Binoculars (to 10X)','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-08-30 14:00','2018-08-30 15:00',60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,8.5,315,28,60,33,247.5,'7: Variable','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-08-30 13:00','2018-08-30 14:00',60,60,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,8.5,315,28,70,33,247.5,'3: At limit of unaided vision','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-08-30 12:00','2018-08-30 13:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8.5,315,27,80,33,247.5,'2: Unaided eye','3: Overcast','David Barber',?,?,?,?,2018
'2018-08-30 11:00','2018-08-30 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,8.5,315,27,80,33,247.5,'2: Unaided eye','3: Overcast','David Barber',?,?,?,?,2018
'2018-08-30 10:00','2018-08-30 11:00',60,60,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,7,15.5,315,25,30,33,247.5,'2: Unaided eye','1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-30 09:00','2018-08-30 10:00',60,100,0,0,0,0,0,1,0,1,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,12,15.5,315,24,25,33,247.5,'1: Eye level to 30m','1: Partly Cloudy','David Barber','Paul Heveran',?,?,?,2018
'2018-08-30 08:00','2018-08-30 09:00',60,120,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,8,8.5,315,23,20,33,247.5,'1: Eye level to 30m','1: Partly Cloudy','David Barber','Paul Heveran',?,?,?,2018
'2018-08-30 07:00','2018-08-30 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,315,22,15,33,?,?,'0: Clear','David Barber','Paul Heveran',?,?,?,2018
'2018-08-30 06:00','2018-08-30 07:00',60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,315,21,20,33,225,'1: Eye level to 30m','1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-30 05:45','2018-08-30 06:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,21,30,33,?,?,'1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-29 15:00','2018-08-29 16:00',30,30,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,30,10,9,225,'1: Eye level to 30m','0: Clear','JF Therrien',?,?,?,?,2018
'2018-08-29 14:00','2018-08-29 15:00',60,60,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,32,15,9,225,'4: Binoculars (to 10X)','0: Clear','JF Therrien',?,?,?,?,2018
'2018-08-29 13:00','2018-08-29 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3,0,33,40,8,225,'4: Binoculars (to 10X)','1: Partly Cloudy','JF Therrien',?,?,?,?,2018
'2018-08-29 12:00','2018-08-29 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,4,0,0,32,50,6,225,'3: At limit of unaided vision','1: Partly Cloudy','JF Therrien',?,?,?,?,2018
'2018-08-29 11:00','2018-08-29 12:00',60,60,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,0,32,50,7,?,(none),'1: Partly Cloudy','JF Therrien',?,?,?,?,2018
'2018-08-29 10:00','2018-08-29 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,5,?,?,'0: Clear','JF Therrien',?,?,?,?,2018
'2018-08-29 09:00','2018-08-29 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,29,20,6,225,'0: Below eye level','0: Clear','JF Therrien',?,?,?,?,2018
'2018-08-29 08:00','2018-08-29 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,29,50,7,225,'0: Below eye level','1: Partly Cloudy','JF Therrien',?,?,?,?,2018
'2018-08-29 07:00','2018-08-29 08:00',60,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,25,50,8,180,'3: At limit of unaided vision','1: Partly Cloudy','JF Therrien','Lee Simpson',?,?,?,2018
'2018-08-28 14:00','2018-08-28 15:00',60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8.5,?,30,10,15,?,?,'0: Clear','Sue Schmoyer',?,?,?,?,2018
'2018-08-28 13:00','2018-08-28 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,270,30,15,12,225,'1: Eye level to 30m','2: Mostly Cloudy','Sue Schmoyer',?,?,?,?,2018
'2018-08-28 12:00','2018-08-28 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,31,20,10,?,?,'5: Fog or Dense Haze','Sue Schmoyer',?,?,?,?,2018
'2018-08-28 11:00','2018-08-28 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,270,27,20,10,?,?,'5: Fog or Dense Haze','Sue Schmoyer',?,?,?,?,2018
'2018-08-28 10:00','2018-08-28 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,26,30,8,?,?,'5: Fog or Dense Haze','Sue Schmoyer',?,?,?,?,2018
'2018-08-28 09:00','2018-08-28 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,26,0,8,?,?,'5: Fog or Dense Haze','Rudy Keller',?,?,?,?,2018
'2018-08-28 08:00','2018-08-28 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,25,0,10,?,?,'5: Fog or Dense Haze','Rudy Keller',?,?,?,?,2018
'2018-08-28 07:00','2018-08-28 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,24,0,12,270,?,'5: Fog or Dense Haze','Rudy Keller',?,?,?,?,2018
'2018-08-28 06:00','2018-08-28 07:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.5,270,23,0,12,?,?,'5: Fog or Dense Haze','Rudy Keller',?,?,?,?,2018
'2018-08-28 05:30','2018-08-28 06:00',30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,270,23,0,12,?,(none),'0: Clear','Rudy Keller',?,?,?,?,2018
'2018-08-28 05:30','2018-08-28 06:00',30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,270,23,0,12,?,(none),'0: Clear','Rudy Keller',?,?,?,?,2018
'2018-08-28 05:00','2018-08-28 06:00',30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,270,23,0,12,?,?,'5: Fog or Dense Haze','Rudy Keller',?,?,?,?,2018
'2018-08-27 15:00','2018-08-27 16:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,40,6,?,?,'1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 14:00','2018-08-27 15:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,32,50,4,247.5,'2: Unaided eye','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 13:00','2018-08-27 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,33,50,1,247.5,'2: Unaided eye','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 12:00','2018-08-27 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,50,3,225,'2: Unaided eye','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 11:00','2018-08-27 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,337.5,29,80,2,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 10:00','2018-08-27 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,337.5,26,15,2,247.5,'1: Eye level to 30m','0: Clear','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 09:00','2018-08-27 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,25,15,1,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 08:00','2018-08-27 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,337.5,23,25,1,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 07:00','2018-08-27 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,337.5,23,10,1,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-08-27 06:45','2018-08-27 07:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,337.5,21,100,1,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-08-26 15:00','2018-08-26 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,26,100,33,?,(none),'3: Overcast','Matt Wlasniewski',?,?,?,?,2018
'2018-08-26 14:00','2018-08-26 15:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,26,100,33,225,'1: Eye level to 30m','3: Overcast','Matt Wlasniewski','Jesse Amesbury',?,?,?,2018
'2018-08-26 13:00','2018-08-26 14:00',60,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,225,27,100,33,225,'1: Eye level to 30m','3: Overcast','Doug Wood','Matt Wlasniewski','Jesse Amesbury',?,?,2018
'2018-08-26 12:00','2018-08-26 13:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,3,225,27,90,33,225,'2: Unaided eye','3: Overcast','Doug Wood','Matt Wlasniewski','Jesse Amesbury',?,?,2018
'2018-08-26 11:00','2018-08-26 12:00',60,180,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,3,135,26,5,33,225,'2: Unaided eye','0: Clear','Doug Wood','Matt Wlasniewski','Jesse Amesbury',?,?,2018
'2018-08-26 10:00','2018-08-26 11:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,135,25,0,33,225,'2: Unaided eye','0: Clear','Doug Wood','Matt Wlasniewski','Jesse Amesbury',?,?,2018
'2018-08-26 09:00','2018-08-26 10:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,25,0,33,225,'2: Unaided eye','0: Clear','Doug Wood','Matt Wlasniewski','Jesse Amesbury',?,?,2018
'2018-08-26 08:00','2018-08-26 09:00',60,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,135,22,0,33,225,'2: Unaided eye','1: Partly Cloudy','Doug Wood','Matt Wlasniewski',?,?,?,2018
'2018-08-26 07:00','2018-08-26 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,22,0,33,225,'2: Unaided eye','1: Partly Cloudy','Doug Wood','Matt Wlasniewski',?,?,?,2018
'2018-08-26 06:00','2018-08-26 07:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,19,0,?,?,(none),'0: Clear','Doug Wood','Matt Wlasniewski',?,'Lee Simpson','Lee Simpson',2018
'2018-08-26 05:45','2018-08-26 06:00',15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,19,0,?,135,(none),'0: Clear','Doug Wood','Matt Wlasniewski',?,?,?,2018
'2018-08-25 15:00','2018-08-25 16:00',60,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,25,50,25,?,(none),'2: Mostly Cloudy','Bracken Brown','Holly Merker',?,?,?,2018
'2018-08-25 14:00','2018-08-25 15:00',60,180,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,180,26,60,25,225,'3: At limit of unaided vision','2: Mostly Cloudy','Bracken Brown','Dave Kruel','Holly Merker',?,?,2018
'2018-08-25 13:00','2018-08-25 14:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,10,0,157.5,25,90,20,225,'3: At limit of unaided vision','2: Mostly Cloudy','Bracken Brown','Dave Kruel','Holly Merker',?,?,2018
'2018-08-25 12:00','2018-08-25 13:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,157.5,22,95,15,225,'3: At limit of unaided vision','2: Mostly Cloudy','Bracken Brown','Dave Kruel','Holly Merker',?,?,2018
'2018-08-25 11:00','2018-08-25 12:00',60,120,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,8.5,135,22,80,15,225,'3: At limit of unaided vision','2: Mostly Cloudy','Bracken Brown','Dave Kruel',?,?,?,2018
'2018-08-25 10:00','2018-08-25 11:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,15.5,157.5,20,80,15,225,'2: Unaided eye','5: Fog or Dense Haze','Dave Kruel','Bracken Brown','Brian Ferrence',?,?,2018
'2018-08-25 09:00','2018-08-25 10:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,15.5,157.5,19,80,15,225,'1: Eye level to 30m','5: Fog or Dense Haze','Bracken Brown','Dave Kruel',?,?,?,2018
'2018-08-25 08:00','2018-08-25 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,19,90,13,?,?,'2: Mostly Cloudy','Bracken Brown','Dave Kruel',?,?,?,2018
'2018-08-25 07:00','2018-08-25 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,19,50,15,?,?,'5: Fog or Dense Haze',?,'Bracken Brown','Dave Kruel',?,?,2018
'2018-08-25 06:00','2018-08-25 07:00',30,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,19,50,15,?,(none),'5: Fog or Dense Haze','Bracken Brown','Bracken Brown','Dave Kruel',?,?,2018
'2018-08-24 15:00','2018-08-24 16:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,?,28,15,18,?,?,'0: Clear','Jesse Amesbury',?,?,?,?,2018
'2018-08-24 14:00','2018-08-24 15:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,?,28,10,18,225,'3: At limit of unaided vision','0: Clear','Jesse Amesbury',?,?,?,?,2018
'2018-08-24 13:00','2018-08-24 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,?,0,5,18,225,'3: At limit of unaided vision','0: Clear','Jesse Amesbury',?,?,?,?,2018
'2018-08-24 12:00','2018-08-24 13:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,?,29,20,16,225,?,'0: Clear','Jesse Amesbury',?,?,?,?,2018
'2018-08-24 11:00','2018-08-24 12:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,3,?,25,20,14,180,'4: Binoculars (to 10X)','0: Clear','Jesse Amesbury',?,?,?,?,2018
'2018-08-24 10:00','2018-08-24 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,?,24,0,14,?,?,'0: Clear','Rudy Keller','Jesse Amesbury',?,?,?,2018
'2018-08-24 09:00','2018-08-24 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,?,23,0,16,225,'1: Eye level to 30m','0: Clear','Rudy Keller',?,?,?,?,2018
'2018-08-24 08:00','2018-08-24 09:00',60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,?,23,0,16,225,'1: Eye level to 30m','0: Clear','Rudy Keller',?,?,?,?,2018
'2018-08-24 07:00','2018-08-24 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,19,0,14,?,(none),'0: Clear','Rudy Keller','Jesse Amesbury',?,?,?,2018
'2018-08-24 06:00','2018-08-24 07:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,17,1,14,?,?,'0: Clear','Rudy Keller',?,?,?,?,2018
'2018-08-24 05:00','2018-08-24 06:00',40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,17,1,14,?,?,'0: Clear','Rudy Keller',?,?,?,?,2018
'2018-08-23 17:00','2018-08-23 18:00',60,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,?,?,0,0,?,?,?,?,?,?,?,?,?,2018
'2018-08-23 16:00','2018-08-23 17:00',30,30,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,15.5,315,21,40,33,247.5,'2: Unaided eye','1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-23 15:00','2018-08-23 16:00',60,60,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,15.5,315,22,60,33,247.5,'2: Unaided eye','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-08-23 14:00','2018-08-23 15:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,3,0,0,0,0,12,15.5,315,22,60,33,247.5,'3: At limit of unaided vision','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-08-23 13:00','2018-08-23 14:00',60,60,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,15.5,315,21,50,33,247.5,'2: Unaided eye','1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-23 12:00','2018-08-23 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,15.5,315,21,50,33,247.5,'2: Unaided eye','1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-23 11:00','2018-08-23 12:00',60,60,0,0,0,0,0,0,0,0,1,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,15,15.5,315,19,20,33,247.5,'2: Unaided eye','1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-08-23 10:00','2018-08-23 11:00',60,60,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,9,15.5,315,18,10,33,247.5,'2: Unaided eye','0: Clear','David Barber',?,?,?,?,2018
'2018-08-23 09:00','2018-08-23 10:00',60,110,0,0,0,0,2,2,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,13,15.5,315,17,0,33,247.5,'7: Variable','0: Clear','David Barber','Rudy Keller',?,?,?,2018
'2018-08-23 08:00','2018-08-23 09:00',60,120,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,15.5,225,16,0,33,247.5,'1: Eye level to 30m','0: Clear','David Barber','Rudy Keller',?,?,?,2018
'2018-08-23 07:00','2018-08-23 08:00',60,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.5,315,14,0,9,225,'1: Eye level to 30m','0: Clear','David Barber','Rudy Keller',?,?,?,2018
'2018-08-23 06:00','2018-08-23 07:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.5,315,14,0,9,247.5,'1: Eye level to 30m','0: Clear','David Barber','Rudy Keller',?,?,?,2018
'2018-08-23 05:00','2018-08-23 06:00',30,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15.5,315,14,10,9,247.5,'1: Eye level to 30m','0: Clear','David Barber','Rudy Keller',?,?,?,2018
'2018-08-22 15:00','2018-08-22 16:00',60,60,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.5,315,24,20,35,225,'1: Eye level to 30m','1: Partly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 14:00','2018-08-22 15:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,15.5,315,24,20,35,225,'2: Unaided eye','1: Partly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 13:00','2018-08-22 14:00',60,60,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,24,315,24,30,35,225,'2: Unaided eye','1: Partly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 12:00','2018-08-22 13:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,7,24,315,24,30,35,225,'1: Eye level to 30m','1: Partly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 11:00','2018-08-22 12:00',60,60,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,315,24,50,30,225,'2: Unaided eye','2: Mostly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 10:00','2018-08-22 11:00',60,60,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15.5,315,24,50,30,225,'1: Eye level to 30m','2: Mostly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 09:00','2018-08-22 10:00',60,60,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,24,315,19,80,20,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 08:00','2018-08-22 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,315,19,75,13,?,?,'2: Mostly Cloudy','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 07:00','2018-08-22 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,292.5,20,100,?,?,?,'5: Fog or Dense Haze','Laurie Goodrich',?,?,?,?,2018
'2018-08-22 06:00','2018-08-22 07:00',20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,292.5,20,100,?,?,?,'5: Fog or Dense Haze','Laurie Goodrich',?,?,?,?,2018
'2018-08-21 13:00','2018-08-21 14:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,157.5,22,100,10,?,(none),'3: Overcast','Rob Feldman',?,?,?,?,2018
'2018-08-21 12:00','2018-08-21 13:00',60,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,15.5,157.5,21,100,7,225,'2: Unaided eye','3: Overcast','Rob Feldman',?,?,?,?,2018
'2018-08-21 11:00','2018-08-21 12:00',60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,157.5,19,100,?,225,'1: Eye level to 30m','6:  Drizzle','Rob Feldman',?,?,?,?,2018
'2018-08-21 10:00','2018-08-21 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,20,100,?,?,(none),'5: Fog or Dense Haze','Rob Feldman',?,?,?,?,2018
'2018-08-21 09:00','2018-08-21 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202.5,19,100,?,?,(none),'5: Fog or Dense Haze','Rob Feldman',?,?,?,?,2018
